2018-02-15 21:55:43,b'RT @kristina_miti: I know of so many Lusaka girls that have stolen eachothers \xe2\x80\x9cBa Charles\xe2\x80\x9d \nIt\xe2\x80\x99s a shame \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#tizibika'
2018-02-15 21:54:06,b'RT @arushapot: Guys 22 hours today.  Please watch #Tizibika which l directed.  \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d https://t.co/HBfjFktuz2'
2018-02-15 21:52:13,b'RT @iistargirl: Vina is rubbish. Can Zambezi magic please cancel it and make #Tizibika longer ? https://t.co/PXtv6tktY9'
2018-02-15 21:49:26,b'RT @ProudlyZambian: #Tizibika is refreshing. Different from the usual.'
2018-02-15 21:44:54,b'RT @Nalahru: Yaaaasss #tizibika! When your #BaCharles does right by you.. https://t.co/pqxfISKw7x'
2018-02-15 21:44:29,b'RT @LuluHaangala: FINALLY watched #Tizibika its ARRRMMMAAAZZZIIINNGG!!! #wekeepmoving'
2018-02-15 21:44:15,b'RT @iistargirl: Vina is rubbish. Can Zambezi magic please cancel it and make #Tizibika longer ? https://t.co/PXtv6tktY9'
2018-02-15 21:43:47,b'Compared to zuba #Tizibika makes more sense mweh'
2018-02-15 21:40:53,b'RT @LuluHaangala: FINALLY watched #Tizibika its ARRRMMMAAAZZZIIINNGG!!! #wekeepmoving'
2018-02-15 21:39:22,b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82when they bleep out the name. We all know\xf0\x9f\x92\x80#Tizibika'
2018-02-15 21:37:33,b'Yaaaasss #tizibika! When your #BaCharles does right by you.. https://t.co/pqxfISKw7x'
2018-02-15 21:36:29,"b""RT @iistargirl: Wezi's face lit up when she heard the money he has #tizibika"""
2018-02-15 21:32:05,b'RT @LuluHaangala: FINALLY watched #Tizibika its ARRRMMMAAAZZZIIINNGG!!! #wekeepmoving'
2018-02-15 21:31:39,b'FINALLY watched #Tizibika its ARRRMMMAAAZZZIIINNGG!!! #wekeepmoving'
2018-02-15 21:31:12,b'RT @PetersenZambia: What is this show now? Bring back #tizibika'
2018-02-15 21:30:11,b'RT @RacheaRm: #Tizibika i would love to know the amazing director behind this cool show ...atlest #ZambeziMagic is bring us fun shows mwe'
2018-02-15 21:29:06,"b'RT @MelissaShevon: Well Episode 2 #Tizibika not bad, I can tell that this will be my favourite show.'"
2018-02-15 21:28:55,b'RT @RacheaRm: #Tizibika i would love to know the amazing director behind this cool show ...atlest #ZambeziMagic is bring us fun shows mwe'
2018-02-15 21:26:29,b'#Tizibika i would love to know the amazing director behind this cool show ...atlest #ZambeziMagic is bring us fun shows mwe'
2018-02-15 21:25:03,"b""RT @jumaniza: #Tizibika I can't say it enough, this show is so good. Ba Charles representing for jerabos finshi mwingabeba!"""
2018-02-15 21:24:59,"b'Well Episode 2 #Tizibika not bad, I can tell that this will be my favourite show.'"
2018-02-15 21:19:45,"b""RT @iistargirl: Wezi's face lit up when she heard the money he has #tizibika"""
2018-02-15 21:18:43,b'RT @PetersenZambia: What is this show now? Bring back #tizibika'
2018-02-15 21:18:23,b'RT @PetersenZambia: #tizibika now this is Zambian hahahahahaha I like'
2018-02-15 21:17:26,b'@KatongoChiluba aty Tryness\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82..#Tizibika'
2018-02-15 21:17:24,"b""RT @MundikeSiangom1: #Tizibika it's like watching two broke girls,I love it."""
2018-02-15 21:16:15,b'RT @Novel_Cee: Noooooooo!! Someone petition for #tizibika to be extended to an hour\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'
2018-02-15 21:16:06,b'RT @kristina_miti: #tizibika  needed to be like #zuba \nCan\xe2\x80\x99t be waiting for this slay queen drama once a week \xf0\x9f\x99\x87\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x99\x87\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
2018-02-15 21:13:43,b'RT @maluba96: How some of these women lowkey date a good \xe2\x80\x9cba charles\xe2\x80\x9d....we\xe2\x80\x99ve seen your secrets \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd #Tizibika #ZMComedy'
2018-02-15 21:13:16,"b""RT @MundikeSiangom1: #Tizibika it's like watching two broke girls,I love it."""
2018-02-15 21:13:02,b'RT @Novel_Cee: Noooooooo!! Someone petition for #tizibika to be extended to an hour\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'
2018-02-15 21:12:42,b'RT @iistargirl: Vina is rubbish. Can Zambezi magic please cancel it and make #Tizibika longer ? https://t.co/PXtv6tktY9'
2018-02-15 21:11:59,b'RT @ProudlyZambian: #Tizibika is refreshing. Different from the usual.'
2018-02-15 21:11:29,"b""RT @Talu_starzz: #tizibika I'm in love \nZambian productions really making me proud."""
2018-02-15 21:11:12,b'RT @iistargirl: Vina is rubbish. Can Zambezi magic please cancel it and make #Tizibika longer ? https://t.co/PXtv6tktY9'
2018-02-15 21:09:39,b'RT @maluba96: When your boyfriend is A KOPALA DEALER\xf0\x9f\x98\x82elo deep deep\xf0\x9f\x98\x82\xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80 #Tizibika'
2018-02-15 21:09:06,b'RT @KukaMulenga: The way guys slide in DMs please...pictures like this are relevant #tizibika \xf0\x9f\x91\x80 https://t.co/Qw54z4JOky'
2018-02-15 21:09:05,b'RT @iistargirl: Vina is rubbish. Can Zambezi magic please cancel it and make #Tizibika longer ? https://t.co/PXtv6tktY9'
2018-02-15 21:08:26,b'Totally!!! That level creativity must be applauded!!! The ladies in it are soooo gorgeous and talented! I love it!\xe2\x80\xa6 https://t.co/bmYIV1SASx'
2018-02-15 21:07:34,b'RT @iistargirl: These two are good actors  #tizibika'
2018-02-15 21:04:34,"b""\xf0\x9f\x98\xb2\xf0\x9f\x98\xb2\xf0\x9f\x98\xb2\xf0\x9f\x98\xb2\xf0\x9f\x98\xb2 Zuba is on episode 8.. I swear I feel like u'very been watching the same episode.. back acting, irritating Zu\xe2\x80\xa6 https://t.co/cRIbz8zuej"""
2018-02-15 21:03:27,b'I second this motion! #Tizibika is IT!!! \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbd https://t.co/bw7qmdimQ0'
2018-02-15 21:01:48,b'RT @ProudlyZambian: #Tizibika is refreshing. Different from the usual.'
2018-02-15 21:00:39,b'RT @iistargirl: Vina is rubbish. Can Zambezi magic please cancel it and make #Tizibika longer ? https://t.co/PXtv6tktY9'
2018-02-15 21:00:25,b'RT @iistargirl: Vina is rubbish. Can Zambezi magic please cancel it and make #Tizibika longer ? https://t.co/PXtv6tktY9'
2018-02-15 20:59:43,"b""RT @Nalahru: @KukaMulenga Yaaaasss.  You're officially Ba Charles! Beware of Joyce but Enh. Siba jailika Baja #tizibika."""
2018-02-15 20:59:06,b'RT @iistargirl: Vina is rubbish. Can Zambezi magic please cancel it and make #Tizibika longer ? https://t.co/PXtv6tktY9'
2018-02-15 20:59:00,b'RT @maluba96: How some of these women lowkey date a good \xe2\x80\x9cba charles\xe2\x80\x9d....we\xe2\x80\x99ve seen your secrets \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd #Tizibika #ZMComedy'
2018-02-15 20:58:51,"b""RT @Talu_starzz: #tizibika catch me on the telly every Thursday at 22:00hrs\nToday's episode though 'ba Charles' \nI absolutely love it..."""
